Day,Hour,1,3,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,106,107,108,109,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
1,0,0,0,0,140,0,0,1,2,0,0,0,0,25,3,0,0,2,1,0,8,74,0,0,1,1,0,48,1,2,16,13,0,0,25,188,95,3,0,6,1,42,0,0,14,0,2,11,0,0,0,1,1,37,6,0,0,43,39,0,0,5,2,3,1,0,77,63,1,2,1,0,47,1,62,15,6,0,0,0,9,0,1,9,0,1,43,0,47,0,0,0,0,0,8,0,0,0,0,64,0,0,0,31,1,0,4,2,0,0,1,0,0,1,7,0,51,25,0,0,2,8,0,4,0,0,0,0,0,0,0,0,18,11,3,0,1,0,0,11,2,0,0,0,1,0,4,0,0,0,0,0,1,62,3,13,4,0,0,13,2,0,0,8,0,26,0,155,0,0,0,0,0,0,24,20,15,0,0,1,0,2,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,4,0,0,0,0,0,41,0,12,20,1,4,0,0,0,0,0,0,5,5,0,0,0,1,1,2,6,30,1,0,10,0,0,1,0,0,0,4,147,57,4,0,0,56,0,0,0,2,0
1,1,0,0,0,175,1,0,0,0,0,1,0,0,35,1,0,1,1,0,0,8,53,0,1,0,0,0,47,0,2,30,24,0,2,17,131,88,3,0,5,0,40,0,0,12,0,4,3,2,0,0,1,0,34,3,0,0,35,14,0,0,8,2,3,1,0,58,59,0,0,2,0,63,2,101,33,2,0,1,0,6,0,1,11,0,4,54,0,34,0,0,0,0,0,18,0,0,1,0,81,0,0,0,33,0,0,5,0,0,0,0,0,0,1,6,0,100,24,0,0,1,13,0,0,0,0,0,0,0,0,0,0,34,18,3,2,1,0,0,16,2,0,0,0,3,0,6,0,0,0,1,0,0,30,5,14,7,0,0,16,3,0,0,4,0,28,2,111,2,1,0,0,0,0,7,27,0,1,0,5,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,2,1,3,0,0,0,0,0,66,0,16,23,0,16,0,0,1,0,0,0,5,2,0,0,0,0,2,3,17,35,0,0,8,1,0,3,0,0,0,1,89,73,2,1,0,57,0,0,1,2,3
1,2,0,0,0,164,0,0,1,0,0,1,0,0,30,2,0,1,0,0,0,3,45,0,1,0,1,0,17,0,1,35,20,0,2,8,106,65,2,0,1,1,32,0,2,6,0,1,3,7,1,0,0,0,37,1,1,0,24,13,0,0,4,0,0,0,1,60,45,2,0,3,0,52,0,93,38,4,0,0,0,1,1,3,7,0,0,48,0,27,0,0,0,0,1,15,0,0,0,1,78,0,0,0,21,0,0,7,0,0,0,1,0,0,1,9,0,94,22,0,0,0,10,1,1,0,0,0,0,0,0,0,0,24,17,2,0,1,1,0,8,0,0,0,0,7,0,5,2,0,0,0,0,0,21,5,12,3,0,1,16,0,0,0,0,0,27,0,87,0,0,0,0,0,0,4,15,4,0,0,0,0,1,3,1,12,0,0,1,0,0,0,0,0,1,0,4,0,3,1,0,2,0,0,0,1,1,0,0,38,0,14,23,2,18,0,0,0,0,0,0,5,7,0,0,0,0,1,0,13,26,0,0,9,1,1,3,0,0,0,0,90,83,2,0,1,54,0,0,1,3,2
1,3,0,0,0,116,0,0,1,0,0,3,0,1,21,2,0,1,1,0,0,2,42,2,0,0,0,1,9,0,2,46,25,0,0,11,81,46,1,0,3,1,12,0,0,11,0,1,0,6,0,0,0,0,19,2,3,0,15,4,0,0,3,5,0,2,0,54,27,1,0,0,0,82,0,74,35,1,0,1,0,2,0,1,6,0,2,36,0,24,0,0,0,0,0,16,0,1,0,0,62,0,0,0,32,0,0,5,0,0,0,1,0,0,1,6,0,100,25,0,0,1,4,0,3,0,0,0,0,0,0,0,0,16,9,1,1,0,0,0,7,0,0,0,0,2,0,3,0,0,0,0,0,0,14,4,5,5,0,0,21,4,0,0,1,0,20,0,48,0,0,1,1,0,0,5,6,1,0,0,4,0,1,0,1,6,0,0,0,1,0,0,0,1,1,0,5,0,2,1,0,0,1,3,1,0,2,0,0,47,0,10,12,1,18,0,0,1,0,0,0,5,2,0,0,0,0,6,1,4,24,0,0,5,1,0,1,0,0,0,0,155,87,1,0,0,48,0,0,4,5,2
1,4,1,1,0,92,0,0,0,0,0,2,0,0,6,4,0,2,0,0,1,2,23,0,1,1,0,0,2,0,0,53,27,1,1,9,56,44,0,0,1,0,14,0,0,2,0,0,0,4,1,0,0,0,11,1,0,0,9,1,0,0,1,7,0,0,1,30,16,1,1,1,1,46,0,79,13,0,0,0,0,2,0,0,7,0,0,13,0,10,0,0,0,0,0,7,0,0,0,0,48,0,0,0,19,0,0,2,0,0,0,2,0,0,1,3,0,113,9,0,0,0,3,0,2,0,0,1,1,0,0,0,0,15,10,2,0,0,1,0,7,0,0,0,0,1,0,6,0,0,0,0,0,0,3,1,7,4,0,0,21,0,0,0,0,0,24,0,23,4,0,0,0,0,0,2,9,1,0,0,2,0,1,2,1,5,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,4,2,0,0,0,0,0,34,0,9,14,1,24,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,13,0,0,6,1,0,0,0,0,0,0,167,49,1,0,0,46,0,0,0,4,1
1,5,0,0,0,53,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,9,0,3,1,0,1,2,0,0,50,16,0,0,4,12,23,2,0,2,0,9,0,0,0,0,0,1,4,1,0,0,0,11,1,0,0,5,0,0,0,1,3,2,0,0,16,7,0,0,0,2,51,0,38,13,0,0,0,0,0,0,0,3,0,1,10,0,4,0,0,0,0,0,13,0,0,0,0,22,0,0,0,5,0,0,2,0,0,1,0,0,0,0,2,0,61,18,0,0,0,3,1,1,0,1,0,0,0,0,0,0,6,5,1,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,2,1,0,0,8,1,0,0,2,0,5,0,15,0,0,1,2,0,0,7,4,0,0,0,0,0,2,4,0,2,0,0,1,0,0,1,0,0,0,0,3,0,2,2,0,0,2,1,1,0,1,0,0,34,0,2,11,0,10,0,0,0,0,0,0,2,0,0,0,0,0,3,1,3,5,0,0,9,0,0,1,0,1,0,0,68,38,0,0,0,19,0,0,1,0,0
1,6,0,0,0,36,0,1,0,0,0,1,0,0,5,1,0,1,0,0,0,0,2,0,1,0,0,0,2,1,0,28,7,0,0,1,6,13,2,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,3,2,0,0,3,0,0,0,2,0,1,1,0,11,11,0,0,1,0,40,0,25,6,1,0,0,0,1,0,0,3,0,0,12,0,5,0,0,0,0,1,9,0,0,0,0,15,0,0,0,5,0,0,0,1,0,0,0,0,0,0,5,0,42,3,0,4,0,3,1,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,1,0,6,0,2,1,0,0,1,0,1,1,2,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,5,0,3,0,0,0,0,0,0,2,1,0,0,0,0,2,1,7,9,0,0,2,1,0,1,0,0,0,0,39,9,1,1,0,20,0,0,0,2,0
1,7,0,0,0,34,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,3,0,1,1,0,0,3,1,0,11,1,0,0,0,12,8,4,0,1,0,4,0,0,1,0,1,1,2,0,0,0,0,4,2,0,0,3,2,0,0,2,1,0,0,0,14,11,0,0,0,0,29,0,20,6,1,0,0,0,5,0,0,1,0,0,14,0,6,0,0,0,0,0,7,0,1,0,0,6,0,0,0,4,0,0,1,0,1,0,0,0,0,0,9,0,19,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,2,1,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,9,1,1,1,0,0,3,0,0,0,1,0,4,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,9,0,2,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,16,0,0,1,1,0,0,0,0,0,0,31,9,0,0,0,11,0,0,1,0,0
1,8,0,0,0,25,0,0,0,1,0,0,0,0,7,3,0,1,0,0,0,1,4,0,0,0,0,1,5,0,4,9,3,0,0,1,8,15,1,0,1,0,2,0,0,1,0,2,1,1,0,0,0,1,4,0,0,0,4,1,0,0,0,0,0,1,0,17,15,1,1,1,0,30,0,16,0,0,0,0,0,3,0,1,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,2,2,0,19,9,1,2,0,3,0,1,0,0,0,0,0,0,0,0,11,3,0,0,1,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,3,3,0,0,2,1,0,0,0,0,2,0,4,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,10,0,5,2,0,2,0,0,0,0,0,0,3,1,0,0,0,0,2,1,2,9,0,0,0,1,0,1,0,0,0,1,15,5,0,0,0,7,0,0,0,4,0
